term_a,term_b,co_doc_count,pmi,tscore,score
基督教,新,3,0.7063176437501838,0.8773565772918986,0.5102806524419369
基督教,特别,3,0.7063176437501838,0.8773565772918986,0.5102806524419369
世人,基督教,3,0.7063176437501838,0.8773565772918986,0.5102806524419369
听,基督教,4,0.7063176437501838,1.0130841121495329,0.5163847511946584
上帝,神,11,0.7059733504088591,1.679446367928478,0.5463277420290917
中国,信,7,0.7038855387815727,1.337005168541986,0.5307728133015559
教会,里,9,0.7016986978938915,1.512772585669782,0.5385160567274947
上帝,钱,5,0.7002753292942242,1.1259751647447538,0.5210153804937455
上帝,撒旦,5,0.7002753292942242,1.1259751647447538,0.5210153804937455
上帝,讲,5,0.7002753292942242,1.1259751647447538,0.5210153804937455
事,新教,3,0.6993972009056135,0.8714212006927529,0.5095023983685487
基督,想,5,0.6987704381148048,1.1243033382195204,0.5208290032985698
年,说,4,0.6978310298728695,1.0046728971962615,0.5153794332570958
故事,说,4,0.6978310298728695,1.0046728971962615,0.5153794332570958
真,说,4,0.6978310298728695,1.0046728971962615,0.5153794332570958
基督徒,问,5,0.6957674328550366,1.1209596851690533,0.5204567496384905
上帝,问,9,0.6933548864496539,1.5003115264797506,0.5373391554677087
基督教,宗教,25,0.6930724170001699,2.4998130841121493,0.5822690477332508
地狱,神父,3,0.6912797663856508,0.8644066647119444,0.5085871705761968
中,中国,4,0.6908134572142263,0.9976635514018692,0.5145457028765512
回复,没,3,0.6887952930579901,0.8622483459486187,0.5083065372288189
回复,里,3,0.6887952930579901,0.8622483459486187,0.5083065372288189
基督教,新教,18,0.6879685050819966,2.110306219242095,0.5643745799091275
爱,说,5,0.6845858031228553,1.1084209862298022,0.5190666826646121
信,基督,8,0.6810708610154127,1.397031528437721,0.5317867125779104
想,里,4,0.6792258420418442,0.985981308411215,0.5131641569572919
想,没,4,0.6792258420418442,0.985981308411215,0.5131641569572919
圣经,太,3,0.6764646806005177,0.8514567521319901,0.5069101498078924
说,里,16,0.6650412070498951,1.9429906542056075,0.5551558690272078
做,基督,4,0.6636791183035523,0.9700934579439253,0.5113009502466394
信,问,3,0.6636791183035523,0.8401255786245302,0.5054558815147898
信仰,基督徒,9,0.6618658811793725,1.452336448598131,0.5328549785244385
神,说,9,0.6614633857020129,1.4517133956386292,0.5327972192178715
上帝,邪恶,3,0.6594533347739898,0.8363485207887102,0.504973790514035
上帝,逻辑,3,0.6594533347739898,0.8363485207887102,0.504973790514035
上帝,机会,3,0.6594533347739898,0.8363485207887102,0.504973790514035
上帝,明白,3,0.6594533347739898,0.8363485207887102,0.504973790514035
上帝,佛祖,3,0.6594533347739898,0.8363485207887102,0.504973790514035
宗教,美国,3,0.6522504224799355,0.8298735644987331,0.5041503993917036
基督,找,3,0.6522504224799355,0.8298735644987331,0.5041503993917036
基督教,爱,6,0.6522504224799355,1.1736184499690119,0.5196096997381985
圣经,找,4,0.6456930219337799,0.9514018691588786,0.5091314159129039
上帝,东西,5,0.6396507074778204,1.0565943639475641,0.5134158165918814
耶稣,逻辑,3,0.6356426860802837,0.8147653331554533,0.5022438610368586
耶稣,道,3,0.6356426860802837,0.8147653331554533,0.5022438610368586
见,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
儿子,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
社会,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
组织,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
东正教,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
地狱,说,6,0.6332925087353314,1.1491998606328557,0.5171108006378178
佛,说,3,0.6332925087353314,0.8126070143921276,0.5019731502335126
太,说,4,0.6332925087353314,0.9383177570093457,0.5076267619934134
中国,神,4,0.6319729571913233,0.9369158878504673,0.5074662195760136
教义,里,4,0.6236559908870626,0.9280373831775701,0.5064524206528858
上帝,理解,4,0.6106631706045836,0.9140186915887851,0.5048619727394266
基督徒,异端,3,0.6077986599091253,0.7888655079955448,0.499021789988219
基督,基督徒,12,0.6077986599091253,1.5777310159910896,0.5344995798741949
儒家,基督教,3,0.6009571280924124,0.7823905517055677,0.4982250996921256
基督教,确实,3,0.6009571280924124,0.7823905517055677,0.4982250996921256
只能,基督教,6,0.6009571280924124,1.1064673292945821,0.5127998626975987
基督教,机会,3,0.6009571280924124,0.7823905517055677,0.4982250996921256
基督教,穆斯林,3,0.6009571280924124,0.7823905517055677,0.4982250996921256
人类,基督教,9,0.6009571280924124,1.355140186915888,0.5239834716950955
基督教,教徒,3,0.6009571280924124,0.7823905517055677,0.4982250996921256
基督,里,8,0.5969877438049157,1.2714705112176796,0.5199272998923511
教,教会,3,0.5947265783417797,0.7764551751064219,0.49749781880843347
中世纪,教会,3,0.5947265783417797,0.7764551751064219,0.49749781880843347
是因为,耶稣,4,0.5868525219108782,0.8878504672897196,0.5019258395864646
神,耶稣,10,0.5868525219108782,1.4038148491401685,0.5251303982119901
修女,里,5,0.586516443937626,0.9922290427260748,0.5065952446335569
基督徒,狗,4,0.581823173505879,0.8822429906542055,0.5013020569314356
基督教,西方,5,0.5811545007962436,0.9855417366251408,0.5058983246409597
教堂,没,3,0.5795960010930562,0.7618865234539736,0.4957246879103888
没,问,3,0.5795960010930562,0.7618865234539736,0.4957246879103888
教堂,里,3,0.5795960010930562,0.7618865234539736,0.4957246879103888
事,里,3,0.5795960010930562,0.7618865234539736,0.4957246879103888
中国,教义,4,0.576403106036543,0.8761682242990654,0.5006283902457058
地狱,基督教,7,0.5727862511257318,1.1536747372412488,0.5128415067683234
圣经,说,24,0.5726678869189298,2.135863485996921,0.5570049119972844
信,耶稣,16,0.5691529448114873,1.735981308411215,0.5387612354190573
人类,说,7,0.5642996372484178,1.1409581755325269,0.5116425636994449
上帝,加尔文,3,0.5641431549697167,0.7467782921106936,0.49390347935758117
上帝,记得,3,0.5641431549697167,0.7467782921106936,0.49390347935758117
一点,上帝,3,0.5641431549697167,0.7467782921106936,0.49390347935758117
一位,上帝,3,0.5641431549697167,0.7467782921106936,0.49390347935758117
圣经,真的,3,0.5586816449441978,0.7413824952023793,0.49325728607687913
圣经,时代,3,0.5586816449441978,0.7413824952023793,0.49325728607687913
真的,耶稣,5,0.5586816449441978,0.9571206856961716,0.5029597183864973
世界,基督徒,3,0.5565053655216036,0.7392241764390536,0.49299942383204465
基督徒,牧师,3,0.5565053655216036,0.7392241764390536,0.49299942383204465
十字架,说,6,0.5532498010618392,1.040842370453662,0.5063236134838565
天主教,教会,5,0.5521669639230079,0.9487615530700042,0.5021024402690719
中国,宗教,8,0.5497348589543967,1.196133900885655,0.5130478635846865
上帝,天堂,4,0.5416702991176711,0.8364485981308412,0.4962758168656824
上帝,时,4,0.5416702991176711,0.8364485981308412,0.4962758168656824
上帝,喜欢,4,0.5416702991176711,0.8364485981308412,0.4962758168656824
信,说,13,0.5414849594822597,1.5075403463766042,0.5264432524081138
犹太教,耶稣,3,0.5403325062760118,0.7230367857141108,0.4910764834238084
福音,耶稣,3,0.5403325062760118,0.7230367857141108,0.4910764834238084
中,宗教,4,0.5344673868236173,0.82803738317757,0.49536534603543503
圣经,没,10,0.525891822121226,1.293282901018395,0.5156553050509946
基督教,道教,5,0.5239960869563279,0.9119813695148674,0.4983668953333952
做,基督教,8,0.5170756441117583,1.1419444092433213,0.5081977430195331
更,说,6,0.5155094730790143,0.9866636253640654,0.5010985549517623
传教,说,4,0.5155094730790143,0.8056074766355139,0.49295588432280146
没,里,6,0.5129046265944226,0.9828482207802909,0.5007345033395669
教会,死,3,0.5113449694027766,0.6933599027183823,0.48760005706116216
神父,问,3,0.5020377667472268,0.6836474682834167,0.4864755894232289
中国,天主教,4,0.49844156456687655,0.7850467289719627,0.4907701288651992
历史,说,5,0.49353056636025233,0.8710216196466469,0.49427384080989967
回复,宗教,3,0.48519633781686405,0.6658413384859797,0.4844304514764872
信徒,基督,3,0.48519633781686405,0.6658413384859797,0.4844304514764872
基督教,真,4,0.48317409243609744,0.766355140186916,0.4888014618111399
出,基督教,4,0.48317409243609744,0.766355140186916,0.4888014618111399
基督教,时,4,0.48317409243609744,0.766355140186916,0.4888014618111399
基督教,这是,4,0.48317409243609744,0.766355140186916,0.4888014618111399
理解,说,3,0.47914182890816154,0.6593663821960025,0.4836919108681319
上帝,请,4,0.47713177798013867,0.7588785046728972,0.4880187734983936
上帝,太,4,0.47713177798013867,0.7588785046728972,0.4880187734983936
事,基督徒,4,0.47262388154095164,0.7532710280373831,0.4874335186532591
基督教,异端,5,0.46992886568608505,0.8384210024045939,0.49106386075339903
中,说,7,0.4689894574441499,0.9904788619793208,0.4978329773516602
宗教,没,7,0.46345635118047174,0.9812946785230215,0.49701111835015355
中世纪,基督教,6,0.46119518571733603,0.9050139672712927,0.49341346460331503
基督徒,美国,3,0.46119518571733603,0.6399415133260712,0.4814923136209074
圣经,牧师,3,0.45332112928643503,0.6313082382727684,0.48052226813089366
佛,耶稣,3,0.45332112928643503,0.6313082382727684,0.48052226813089366
一种,耶稣,4,0.45332112928643503,0.7289719626168225,0.4849145163108962
耶稣,读,3,0.45332112928643503,0.6313082382727684,0.48052226813089366
上帝,教堂,7,0.44204045816889065,0.9452644203483103,0.4938083962255708
基督教,文明,3,0.4186355712985674,0.5924585005329058,0.47621230741637177
儿子,基督教,3,0.4186355712985674,0.5924585005329058,0.47621230741637177
基督教,文化,5,0.4186355712985674,0.7648606352943206,0.48396577952405806
基督教,天主教,10,0.4186355712985674,1.0816762837585296,0.4982139864679289
耶稣,问,7,0.4182298094751876,0.9042888326202072,0.4902063288630687
想,说,7,0.41014895742125435,0.8901593196105163,0.48897382085227276
出,说,3,0.41014895742125435,0.58274606609794,0.4751484695018306
信仰,天主教,3,0.39616271544652387,0.5665586753729974,0.4733870887003217
基督徒,说,18,0.38817005070249394,1.3648702854304824,0.5086991567132089
中,基督教,8,0.3878639126318343,0.909326103656719,0.4881892673694326
上帝,想,8,0.3875196192905097,0.9086652561976662,0.4881341086258736
搞,耶稣,3,0.37327842161295155,0.539579690831426,0.4704829373992253
懂,耶稣,3,0.37327842161295155,0.539579690831426,0.4704829373992253
中,神父,3,0.3728260352673041,0.5390401111405945,0.4704252459324211
回复,说,5,0.3709282442679996,0.6929720947092806,0.4772078371258643
教会,教堂,3,0.3629249642845993,0.5271693579423032,0.46915983349911605
中国,基督徒,8,0.358679622191809,0.8524932221781739,0.4834770121572985
信,基督徒,7,0.3564842316283749,0.7933721554941349,0.4806559420015345
教义,说,7,0.3545791062664815,0.7898397772417123,0.4803563183231153
佛教,耶稣,7,0.35153843497656073,0.7841879720378359,0.47987747674395564
撒旦,说,3,0.3456104362837274,0.5061257499998775,0.4669341406419846
说,钱,3,0.3456104362837274,0.5061257499998775,0.4669341406419846
一种,说,3,0.3456104362837274,0.5061257499998775,0.4669341406419846
中,基督徒,4,0.3434121500610313,0.5813084112149534,0.47015292216577104
天主教,宗教,4,0.3420954941762855,0.5794392523364487,0.4699715781916791
中国,基督教,15,0.33859286362508584,1.112426992275152,0.49368293726742873
写,基督教,3,0.33859286362508584,0.49749247494657484,0.466027376999809
时代,耶稣,4,0.335538093630131,0.5700934579439252,0.4690667703985361
耶稣,道教,4,0.335538093630131,0.5700934579439252,0.4690667703985361
基督徒,死,3,0.333361814207537,0.49101751865659765,0.4653496782192942
信仰,说,10,0.33318791628517913,0.8960771837037875,0.48355365057914523
基督教,美国,5,0.32332539149430833,0.6177399010737737,0.4703072391665876
上帝,有人,3,0.3229810981529837,0.4780676060766435,0.46400029367672657
找,说,4,0.3148387776169958,0.5401869158878505,0.4661923960035004
历史,耶稣,5,0.31355918691137163,0.6018575490840555,0.46887137707146265
上帝,异端,4,0.3052815210535958,0.5261682242990655,0.464855786898843
上帝,信,12,0.3052815210535958,0.9113500978142786,0.48217864033577695
基督教,教派,4,0.3008525356422662,0.5196261682242991,0.46423433143651854
基督教,时代,4,0.3008525356422662,0.5196261682242991,0.46423433143651854
有人,耶稣,3,0.29917044945928273,0.44785114339008353,0.46088209837316496
上帝,地狱,5,0.2948102211863082,0.5709287583672361,0.4660951317747295
上帝,做,6,0.28788977834173946,0.6127539761541719,0.4674648234731931
上帝,事,6,0.28788977834173946,0.6127539761541719,0.4674648234731931
笑话,耶稣,4,0.281470872359895,0.49065420560747675,0.4614993436595424
爱,耶稣,4,0.281470872359895,0.49065420560747675,0.4614993436595424
地狱,耶稣,5,0.27099957249260753,0.5308049217616323,0.4625313703681261
圣经,地狱,3,0.27099957249260753,0.41115972441354665,0.457150545462792
信仰,基督,5,0.26513445304021394,0.5207739626102315,0.4616468981660551
基督教,理解,3,0.26448489147141874,0.40252644936024373,0.4562809382888542
事,说,5,0.26172895230308724,0.5149225697719142,0.4611321248408695
做,说,5,0.26172895230308724,0.5149225697719142,0.4611321248408695
基督,宗教,7,0.2598573959393742,0.6054496324652481,0.4650651335259206
天主教,里,3,0.2580123769658064,0.3938931743069411,0.4554144466147181
基督徒,更,3,0.256400773071466,0.39173485554361537,0.4551983057801592
上帝,只能,4,0.25398822666608406,0.44859813084112155,0.4575773755277722
上帝,人类,6,0.25398822666608406,0.5494182600635167,0.462111577270117
上帝,真,3,0.25398822666608406,0.3884973773986268,0.4548744535708476
上帝,文化,4,0.25398822666608406,0.44859813084112155,0.4575773755277722
基督,说,13,0.25380288703067266,0.8082033700141422,0.47373627246737093
信,圣经,7,0.2532999953932202,0.5920265951060419,0.4639769591540389
神父,里,5,0.25302483545477117,0.4998761310448128,0.45981232944999734
信,基督教,12,0.24678531437203158,0.7575698859273219,0.47094062589628594
中,基督,3,0.24678531437203158,0.37878494296366094,0.4539054627636217
基督教,道德,4,0.24678531437203158,0.4373831775700934,0.45654081167162325
宗教,新教,5,0.24678531437203158,0.48900925863079503,0.4588626006685359
基督教,没,13,0.24274490483502972,0.7770986861136622,0.4715203699009154
中,圣经,4,0.2402279138258777,0.42710280373831777,0.4555939728698464
上帝,说,28,0.23980359167413864,1.1282416138238052,0.4870950629348789
真,耶稣,3,0.23017757797238417,0.35612259594874107,0.4516591918106897
故事,耶稣,3,0.23017757797238417,0.35612259594874107,0.4516591918106897
年,耶稣,3,0.23017757797238417,0.35612259594874107,0.4516591918106897
圣经,死,3,0.23017757797238417,0.35612259594874107,0.4516591918106897
时代,说,3,0.22782740062743248,0.3528851178037525,0.4513399477790456
新教,里,4,0.2272407182990768,0.40654205607476634,0.4537097234845977
教会,神父,6,0.21867535544016062,0.4811225180139544,0.4564309866886513
喜欢,基督教,3,0.19549201998452215,0.3075604237739129,0.44691243204148445
世界,基督教,4,0.19549201998452215,0.3551401869158879,0.4490522452573832
没,说,10,0.1950375778044681,0.5603437797831071,0.4582473264704517
信,没,4,0.19152263569702663,0.34859813084112146,0.44846474771618533
信徒,耶稣,5,0.1909568648191346,0.38869966711678594,0.45022643895396125
上帝,孩子,3,0.1894497055285646,0.29892714872061,0.4460777259714239
死,说,4,0.18700540610721048,0.3411214953271029,0.4477947412680173
做,基督徒,3,0.18494180908937835,0.2924521924306328,0.4454534578083038
圣经,想,4,0.18138741380299186,0.3317757009345794,0.44695934224985556
圣经,神,4,0.18138741380299186,0.3317757009345794,0.44695934224985556
上帝,中国,12,0.17394551899261215,0.5530691831022114,0.4563617645599998
说,道德,3,0.17376017935720092,0.27626480170569007,0.4438992975647625
撒旦,耶稣,3,0.165639056834866,0.26439404850739884,0.4427653977546697
耶稣,讲,3,0.165639056834866,0.26439404850739884,0.4427653977546697
修女,宗教,4,0.15977393738247292,0.2953271028037383,0.443723207471703
信仰,圣经,6,0.15321653683631942,0.347964898040227,0.44560599876477724
新教,神父,4,0.14968248395326658,0.27803738317757,0.4422000203618966
宗教,耶稣,14,0.14793947973548024,0.5145403348968173,0.4527075270255775
信徒,说,4,0.14778469295396243,0.2747663551401869,0.4419126923375835
狗,说,4,0.14778469295396243,0.2747663551401869,0.4419126923375835
修女,教会,4,0.14670185581513126,0.2728971962616822,0.4417486242101332
一种,基督教,3,0.13095349884700586,0.21259439818758183,0.4378730383005701
基督教,教皇,3,0.13095349884700586,0.21259439818758183,0.4378730383005701
基督教,撒旦,3,0.13095349884700586,0.21259439818758183,0.4378730383005701
圣经,教义,4,0.12581756264822877,0.23644859813084107,0.4385663656000949
文化,说,3,0.12246688496969459,0.1996444856076277,0.4366636007011345
天主教,说,6,0.12246688496969459,0.2823399391993073,0.4403826781577035
教义,教会,3,0.11930288162704088,0.19478826839014468,0.43621142677598884
基督教,更,5,0.1185309788484597,0.2499380655224064,0.4386346559600065
信仰,基督教,10,0.1185309788484597,0.35346580201508243,0.44329062740942443
东西,耶稣,3,0.10501443501848402,0.17266550106605633,0.4341607846374082
耶稣,西方,3,0.10501443501848402,0.17266550106605633,0.4341607846374082
吃,基督教,4,0.10018184018027952,0.1906542056074767,0.4346127345301145
宗教,教会,6,0.09263463454490345,0.21671498035838718,0.43522714033919946
宗教,说,11,0.08674880236764762,0.2755870046701428,0.4374399239896288
事,圣经,3,0.08175757285423804,0.13597408208951944,0.4307923068337364
想,耶稣,6,0.07602689814525823,0.17932401543739795,0.43231847661324596
修女,没,3,0.07569082017200623,0.12626164765455367,0.4299072619014981
东西,基督教,3,0.07032887703062576,0.11762837260125074,0.4291228254984142
耶稣,说,24,0.061842263153315064,0.29378615295063015,0.4364181620684261
中国,里,4,0.06018663363605551,0.11682242990654212,0.4283372135942003
中国,没,4,0.06018663363605551,0.11682242990654212,0.4283372135942003
历史,基督教,4,0.055730077609486776,0.108411214953271,0.42762965904217903
宗教,神父,5,0.049425880213706946,0.10783281087755985,0.42713785674089055
人类,圣经,3,0.0478560211785885,0.08093695362471384,0.42581227449938264
人类,耶稣,5,0.0478560211785885,0.10448915782709284,0.42687149200043273
基督教,问,5,0.04707201486638062,0.10281733130185933,0.4267383778418179
信,信仰,3,0.04199090172619608,0.07122451918974831,0.4249421273664758
信仰,教会,4,0.028918820158855926,0.05700934579439254,0.42333698677110726
美国,说,3,0.027156705165458265,0.04640385341150268,0.42272982907509016
信,新教,3,0.023641763058017216,0.040468476812357046,0.4222031925879764
上帝,爱,3,0.01759944860206053,0.03021646268655996,0.4212956866754686
上帝,道德,3,0.01759944860206053,0.03021646268655996,0.4212956866754686
佛教,圣经,3,0.015066198355629317,0.0258998251599085,0.42091438295785144
耶稣,里,10,0.015066198355629317,0.04728639491840567,0.4218762049928922
教会,新教,4,0.010569681490677215,0.02102803738317749,0.4203630551667011
基督徒,神,3,-0.003110422413389298,-0.005395796908314324,0.41816392815982345
上帝,信徒,4,-0.008376037801174458,-0.016822429906542258,0.41726098280649976
上帝,回复,4,-0.008376037801174458,-0.016822429906542258,0.41726098280649976
基督教,教义,6,-0.014228510997355108,-0.035101722170724735,0.416006491217608
教,说,3,-0.0172950574053315,-0.03021646268655996,0.41599962313776684
上帝,基督徒,14,-0.019305108333353582,-0.07293484358731597,0.4139299278464755
基督教,里,10,-0.019619359632225986,-0.06265447326688742,0.41436905012659736
基督教,死,4,-0.027651531329481994,-0.05607476635513997,0.41407149835430423
中国,耶稣,10,-0.032186686494868645,-0.10343898888401266,0.41160629586339154
中国,圣经,6,-0.032186686494868645,-0.08012349625926289,0.4126548676922331
上帝,牧师,3,-0.0336938457854384,-0.0593537659914568,0.4134775910722629
上帝,世界,3,-0.0336938457854384,-0.0593537659914568,0.4134775910722629
圣经,基督,7,-0.03438207705830206,-0.09254831021347426,0.4119338764802434
新教,说,7,-0.04183616632142381,-0.1130361040775259,0.4104617251320652
上帝,更,4,-0.046116365783982705,-0.094392523364486,0.4109839409716122
世界,耶稣,3,-0.05750449447913207,-0.10252014125797089,0.4097769970291236
圣经,神父,6,-0.06249203599016582,-0.15795774976826094,0.40691528385075376
上帝,里,9,-0.06648366860839486,-0.20623052959501584,0.4044493791584591
上帝,没,9,-0.06648366860839486,-0.20623052959501584,0.4044493791584591
中国,说,8,-0.07535885836003184,-0.22138389878270442,0.40311213493463227
信,里,3,-0.09615943675447922,-0.17482381982938205,0.4036692257565985
宗教,里,4,-0.09615943675447922,-0.20186915887850487,0.4024529108759824
基督,没,4,-0.09615943675447922,-0.20186915887850487,0.4024529108759824
基督,基督教,11,-0.12790813506902401,-0.45254880316998936,0.38883327754952535
上帝,吃,3,-0.12900402558965982,-0.23849422334749032,0.39837902196706315
上帝,美国,3,-0.12900402558965982,-0.23849422334749032,0.39837902196706315
修女,圣经,4,-0.13446553561517563,-0.2878504672897195,0.3957557876225104
基督教,想,5,-0.1409802166363618,-0.3385448713597811,0.392994557754338
中国,基督,4,-0.14341232160497158,-0.3084112149532712,0.3941700664637212
吃,耶稣,3,-0.152814674283351,-0.28597723614065584,0.3944842950107312
基督教,说,20,-0.1551648516283018,-0.7506501098298358,0.3734128342283943
中国,教会,4,-0.1564844031723091,-0.3387850467289719,0.39183821962876364
基督徒,新教,4,-0.16741347370448653,-0.36448598130841114,0.3898748655692649
信,神父,3,-0.17371767110026495,-0.3286040317163384,0.3910228012885686
上帝,圣经,13,-0.19659731672210845,-0.7833196228937583,0.36888231834654467
圣经,基督徒,7,-0.22543731382079343,-0.6690324410088565,0.3718913147476548
传教士,基督教,4,-0.24276291094618085,-0.5495327102803738,0.37598548480201605
教会,说,8,-0.24477701031787955,-0.7844259338957309,0.36527277674239983
上帝,中,4,-0.24678706124590113,-0.5598130841121494,0.3752258168046637
教堂,说,3,-0.2490966714623904,-0.4899383592749348,0.3781976583103116
没,神父,3,-0.257800788310702,-0.5093632281448661,0.376680950995844
圣经,新教,4,-0.27059770993958876,-0.6214953271028039,0.37069250532361486
基督徒,没,4,-0.2872146735169568,-0.6654205607476635,0.36748929300326133
上帝,狗,3,-0.29605811025261913,-0.5967751380595574,0.36992309295818093
基督,教会,4,-0.3128304735628052,-0.7345794392523364,0.36248635869825174
信,教会,3,-0.3128304735628052,-0.6361644554902512,0.36691239340271586
传教士,说,3,-0.31578804596097415,-0.6431789914710598,0.3663784053025009
狗,耶稣,3,-0.3198687589463054,-0.6528914259060253,0.3656401001754639
基督教,狗,3,-0.3545543169341468,-0.7370658576757277,0.35929174387242
信徒,基督教,3,-0.3545543169341468,-0.7370658576757277,0.35929174387242
更,耶稣,3,-0.3576090869290995,-0.7446199733473681,0.35872630765184527
基督教,神,4,-0.36412376795028384,-0.8785046728971961,0.3522237457141765
基督徒,神父,4,-0.36477290786272365,-0.8803738317757008,0.3520917215819275
圣经,宗教,5,-0.37085431367910093,-1.0039318284027092,0.3460855971196154
上帝,宗教,8,-0.3878656595056127,-1.3401986469591758,0.3297057151191097
教会,没,3,-0.39691359077322663,-0.8439026364603501,0.35135721240253764
上帝,修女,5,-0.3983369593728926,-1.0942104607653174,0.33999490726174236
事,基督教,3,-0.46375360889897427,-1.021963934434721,0.33841071251500754
基督教,教堂,3,-0.46375360889897427,-1.021963934434721,0.33841071251500754
修女,说,4,-0.4653197799317167,-1.1850467289719626,0.3309606432234963
基督徒,宗教,4,-0.49081362875789536,-1.2672897196261683,0.3253782852409815
没,耶稣,6,-0.49575942540970475,-1.5719466885150615,0.3113114694441108
圣经,基督教,10,-0.5174577878707476,-2.1432558496767364,0.28401468283823617
基督徒,基督教,9,-0.5196340672933395,-2.0442367601246105,0.28830709031243673
基督教,教会,7,-0.5929653403787613,-2.1413276966186316,0.2785224745066411
上帝,基督,6,-0.6755477319569023,-2.364024680106631,0.2624054306667387
上帝,神父,5,-0.7318285678553782,-2.4124456759119224,0.25606943921474457
基督教,耶稣,13,-0.7659191471687741,-4.1498832437223925,0.1754125439439985
基督教,神父,5,-0.7903247745368616,-2.692476618888532,0.23915352801700135
基督徒,教会,3,-0.7915677827764559,-2.0903317222809443,0.26614205792579004
圣经,耶稣,7,-0.8394471738209527,-3.479392578636344,0.20013397582374148
上帝,耶稣,9,-1.0751477206117035,-5.7912772585669785,0.07874628703964062
神父,说,3,-1.0864934608652015,-3.4015103710013093,0.1853834143825901
上帝,教会,4,-1.0940849216313981,-3.972897196261682,0.15912543237242455
基督,耶稣,4,-1.1048234887577317,-4.037383177570093,0.15543186691983107
上帝,基督教,9,-1.10983327859949,-6.101557632398754,0.06222922767740432
基督徒,耶稣,3,-1.583560797970368,-6.706975557034625,0.0
